Date,Start of the Month,Year,Quarter,Year-Quarter,Month,Month Name,Week of Year,Week of Month,Day Name,Day Type,Short Year,Mon-Year,Day,Day of week,Month day,Day of Year
2020-03-15 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,11,3,Sun,Weekend,20,Mar-20,15,7,Mar 15,75
2020-03-16 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,12,4,Mon,Weekday,20,Mar-20,16,1,Mar 16,76
2020-03-17 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,12,4,Tue,Weekday,20,Mar-20,17,2,Mar 17,77
2020-03-18 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,12,4,Wed,Weekday,20,Mar-20,18,3,Mar 18,78
2020-03-19 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,12,4,Thu,Weekday,20,Mar-20,19,4,Mar 19,79
2020-03-20 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,12,4,Fri,Weekday,20,Mar-20,20,5,Mar 20,80
2020-03-21 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,12,4,Sat,Weekend,20,Mar-20,21,6,Mar 21,81
2020-03-22 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,12,4,Sun,Weekend,20,Mar-20,22,7,Mar 22,82
2020-03-23 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,13,5,Mon,Weekday,20,Mar-20,23,1,Mar 23,83
2020-03-24 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,13,5,Tue,Weekday,20,Mar-20,24,2,Mar 24,84
2020-03-25 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,13,5,Wed,Weekday,20,Mar-20,25,3,Mar 25,85
2020-03-26 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,13,5,Thu,Weekday,20,Mar-20,26,4,Mar 26,86
2020-03-27 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,13,5,Fri,Weekday,20,Mar-20,27,5,Mar 27,87
2020-03-28 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,13,5,Sat,Weekend,20,Mar-20,28,6,Mar 28,88
2020-03-29 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,13,5,Sun,Weekend,20,Mar-20,29,7,Mar 29,89
2020-03-30 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,14,6,Mon,Weekday,20,Mar-20,30,1,Mar 30,90
2020-03-31 00:00:00.000,2020-03-01 00:00:00.000,2020,Q1,2020-Q1,3,Mar,14,6,Tue,Weekday,20,Mar-20,31,2,Mar 31,91
2020-04-01 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,14,1,Wed,Weekday,20,Apr-20,1,3,Apr 1,92
2020-04-02 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,14,1,Thu,Weekday,20,Apr-20,2,4,Apr 2,93
2020-04-03 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,14,1,Fri,Weekday,20,Apr-20,3,5,Apr 3,94
2020-04-04 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,14,1,Sat,Weekend,20,Apr-20,4,6,Apr 4,95
2020-04-05 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,14,1,Sun,Weekend,20,Apr-20,5,7,Apr 5,96
2020-04-06 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,15,2,Mon,Weekday,20,Apr-20,6,1,Apr 6,97
2020-04-07 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,15,2,Tue,Weekday,20,Apr-20,7,2,Apr 7,98
2020-04-08 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,15,2,Wed,Weekday,20,Apr-20,8,3,Apr 8,99
2020-04-09 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,15,2,Thu,Weekday,20,Apr-20,9,4,Apr 9,100
2020-04-10 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,15,2,Fri,Weekday,20,Apr-20,10,5,Apr 10,101
2020-04-11 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,15,2,Sat,Weekend,20,Apr-20,11,6,Apr 11,102
2020-04-12 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,15,2,Sun,Weekend,20,Apr-20,12,7,Apr 12,103
2020-04-13 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,16,3,Mon,Weekday,20,Apr-20,13,1,Apr 13,104
2020-04-14 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,16,3,Tue,Weekday,20,Apr-20,14,2,Apr 14,105
2020-04-15 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,16,3,Wed,Weekday,20,Apr-20,15,3,Apr 15,106
2020-04-16 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,16,3,Thu,Weekday,20,Apr-20,16,4,Apr 16,107
2020-04-17 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,16,3,Fri,Weekday,20,Apr-20,17,5,Apr 17,108
2020-04-18 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,16,3,Sat,Weekend,20,Apr-20,18,6,Apr 18,109
2020-04-19 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,16,3,Sun,Weekend,20,Apr-20,19,7,Apr 19,110
2020-04-20 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,17,4,Mon,Weekday,20,Apr-20,20,1,Apr 20,111
2020-04-21 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,17,4,Tue,Weekday,20,Apr-20,21,2,Apr 21,112
2020-04-22 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,17,4,Wed,Weekday,20,Apr-20,22,3,Apr 22,113
2020-04-23 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,17,4,Thu,Weekday,20,Apr-20,23,4,Apr 23,114
2020-04-24 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,17,4,Fri,Weekday,20,Apr-20,24,5,Apr 24,115
2020-04-25 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,17,4,Sat,Weekend,20,Apr-20,25,6,Apr 25,116
2020-04-26 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,17,4,Sun,Weekend,20,Apr-20,26,7,Apr 26,117
2020-04-27 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,18,5,Mon,Weekday,20,Apr-20,27,1,Apr 27,118
2020-04-28 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,18,5,Tue,Weekday,20,Apr-20,28,2,Apr 28,119
2020-04-29 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,18,5,Wed,Weekday,20,Apr-20,29,3,Apr 29,120
2020-04-30 00:00:00.000,2020-04-01 00:00:00.000,2020,Q2,2020-Q2,4,Apr,18,5,Thu,Weekday,20,Apr-20,30,4,Apr 30,121
2020-05-01 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,18,1,Fri,Weekday,20,May-20,1,5,May 1,122
2020-05-02 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,18,1,Sat,Weekend,20,May-20,2,6,May 2,123
2020-05-03 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,18,1,Sun,Weekend,20,May-20,3,7,May 3,124
2020-05-04 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,19,2,Mon,Weekday,20,May-20,4,1,May 4,125
2020-05-05 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,19,2,Tue,Weekday,20,May-20,5,2,May 5,126
2020-05-06 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,19,2,Wed,Weekday,20,May-20,6,3,May 6,127
2020-05-07 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,19,2,Thu,Weekday,20,May-20,7,4,May 7,128
2020-05-08 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,19,2,Fri,Weekday,20,May-20,8,5,May 8,129
2020-05-09 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,19,2,Sat,Weekend,20,May-20,9,6,May 9,130
2020-05-10 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,19,2,Sun,Weekend,20,May-20,10,7,May 10,131
2020-05-11 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,20,3,Mon,Weekday,20,May-20,11,1,May 11,132
2020-05-12 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,20,3,Tue,Weekday,20,May-20,12,2,May 12,133
2020-05-13 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,20,3,Wed,Weekday,20,May-20,13,3,May 13,134
2020-05-14 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,20,3,Thu,Weekday,20,May-20,14,4,May 14,135
2020-05-15 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,20,3,Fri,Weekday,20,May-20,15,5,May 15,136
2020-05-16 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,20,3,Sat,Weekend,20,May-20,16,6,May 16,137
2020-05-17 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,20,3,Sun,Weekend,20,May-20,17,7,May 17,138
2020-05-18 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,21,4,Mon,Weekday,20,May-20,18,1,May 18,139
2020-05-19 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,21,4,Tue,Weekday,20,May-20,19,2,May 19,140
2020-05-20 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,21,4,Wed,Weekday,20,May-20,20,3,May 20,141
2020-05-21 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,21,4,Thu,Weekday,20,May-20,21,4,May 21,142
2020-05-22 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,21,4,Fri,Weekday,20,May-20,22,5,May 22,143
2020-05-23 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,21,4,Sat,Weekend,20,May-20,23,6,May 23,144
2020-05-24 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,21,4,Sun,Weekend,20,May-20,24,7,May 24,145
2020-05-25 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,22,5,Mon,Weekday,20,May-20,25,1,May 25,146
2020-05-26 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,22,5,Tue,Weekday,20,May-20,26,2,May 26,147
2020-05-27 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,22,5,Wed,Weekday,20,May-20,27,3,May 27,148
2020-05-28 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,22,5,Thu,Weekday,20,May-20,28,4,May 28,149
2020-05-29 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,22,5,Fri,Weekday,20,May-20,29,5,May 29,150
2020-05-30 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,22,5,Sat,Weekend,20,May-20,30,6,May 30,151
2020-05-31 00:00:00.000,2020-05-01 00:00:00.000,2020,Q2,2020-Q2,5,May,22,5,Sun,Weekend,20,May-20,31,7,May 31,152
2020-06-01 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,23,1,Mon,Weekday,20,Jun-20,1,1,Jun 1,153
2020-06-02 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,23,1,Tue,Weekday,20,Jun-20,2,2,Jun 2,154
2020-06-03 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,23,1,Wed,Weekday,20,Jun-20,3,3,Jun 3,155
2020-06-04 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,23,1,Thu,Weekday,20,Jun-20,4,4,Jun 4,156
2020-06-05 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,23,1,Fri,Weekday,20,Jun-20,5,5,Jun 5,157
2020-06-06 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,23,1,Sat,Weekend,20,Jun-20,6,6,Jun 6,158
2020-06-07 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,23,1,Sun,Weekend,20,Jun-20,7,7,Jun 7,159
2020-06-08 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,24,2,Mon,Weekday,20,Jun-20,8,1,Jun 8,160
2020-06-09 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,24,2,Tue,Weekday,20,Jun-20,9,2,Jun 9,161
2020-06-10 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,24,2,Wed,Weekday,20,Jun-20,10,3,Jun 10,162
2020-06-11 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,24,2,Thu,Weekday,20,Jun-20,11,4,Jun 11,163
2020-06-12 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,24,2,Fri,Weekday,20,Jun-20,12,5,Jun 12,164
2020-06-13 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,24,2,Sat,Weekend,20,Jun-20,13,6,Jun 13,165
2020-06-14 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,24,2,Sun,Weekend,20,Jun-20,14,7,Jun 14,166
2020-06-15 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,25,3,Mon,Weekday,20,Jun-20,15,1,Jun 15,167
2020-06-16 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,25,3,Tue,Weekday,20,Jun-20,16,2,Jun 16,168
2020-06-17 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,25,3,Wed,Weekday,20,Jun-20,17,3,Jun 17,169
2020-06-18 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,25,3,Thu,Weekday,20,Jun-20,18,4,Jun 18,170
2020-06-19 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,25,3,Fri,Weekday,20,Jun-20,19,5,Jun 19,171
2020-06-20 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,25,3,Sat,Weekend,20,Jun-20,20,6,Jun 20,172
2020-06-21 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,25,3,Sun,Weekend,20,Jun-20,21,7,Jun 21,173
2020-06-22 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,26,4,Mon,Weekday,20,Jun-20,22,1,Jun 22,174
2020-06-23 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,26,4,Tue,Weekday,20,Jun-20,23,2,Jun 23,175
2020-06-24 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,26,4,Wed,Weekday,20,Jun-20,24,3,Jun 24,176
2020-06-25 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,26,4,Thu,Weekday,20,Jun-20,25,4,Jun 25,177
2020-06-26 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,26,4,Fri,Weekday,20,Jun-20,26,5,Jun 26,178
2020-06-27 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,26,4,Sat,Weekend,20,Jun-20,27,6,Jun 27,179
2020-06-28 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,26,4,Sun,Weekend,20,Jun-20,28,7,Jun 28,180
2020-06-29 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,27,5,Mon,Weekday,20,Jun-20,29,1,Jun 29,181
2020-06-30 00:00:00.000,2020-06-01 00:00:00.000,2020,Q2,2020-Q2,6,Jun,27,5,Tue,Weekday,20,Jun-20,30,2,Jun 30,182
2020-10-03 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,40,1,Sat,Weekend,20,Oct-20,3,6,Oct 3,277
2020-10-04 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,40,1,Sun,Weekend,20,Oct-20,4,7,Oct 4,278
2020-10-10 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,41,2,Sat,Weekend,20,Oct-20,10,6,Oct 10,284
2020-10-11 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,41,2,Sun,Weekend,20,Oct-20,11,7,Oct 11,285
2020-10-17 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,42,3,Sat,Weekend,20,Oct-20,17,6,Oct 17,291
2020-10-18 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,42,3,Sun,Weekend,20,Oct-20,18,7,Oct 18,292
2020-10-24 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,43,4,Sat,Weekend,20,Oct-20,24,6,Oct 24,298
2020-10-25 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,43,4,Sun,Weekend,20,Oct-20,25,7,Oct 25,299
2020-10-31 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,44,5,Sat,Weekend,20,Oct-20,31,6,Oct 31,305
2020-11-01 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,44,1,Sun,Weekend,20,Nov-20,1,7,Nov 1,306
2020-11-07 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,45,2,Sat,Weekend,20,Nov-20,7,6,Nov 7,312
2020-11-08 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,45,2,Sun,Weekend,20,Nov-20,8,7,Nov 8,313
2020-11-14 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,46,3,Sat,Weekend,20,Nov-20,14,6,Nov 14,319
2020-11-15 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,46,3,Sun,Weekend,20,Nov-20,15,7,Nov 15,320
2020-11-21 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,47,4,Sat,Weekend,20,Nov-20,21,6,Nov 21,326
2020-11-22 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,47,4,Sun,Weekend,20,Nov-20,22,7,Nov 22,327
2020-11-28 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,48,5,Sat,Weekend,20,Nov-20,28,6,Nov 28,333
2020-11-29 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,48,5,Sun,Weekend,20,Nov-20,29,7,Nov 29,334
2020-12-05 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,49,1,Sat,Weekend,20,Dec-20,5,6,Dec 5,340
2020-12-06 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,49,1,Sun,Weekend,20,Dec-20,6,7,Dec 6,341
2020-12-12 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,50,2,Sat,Weekend,20,Dec-20,12,6,Dec 12,347
2020-12-13 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,50,2,Sun,Weekend,20,Dec-20,13,7,Dec 13,348
2020-12-19 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,51,3,Sat,Weekend,20,Dec-20,19,6,Dec 19,354
2020-12-20 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,51,3,Sun,Weekend,20,Dec-20,20,7,Dec 20,355
2020-12-26 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,52,4,Sat,Weekend,20,Dec-20,26,6,Dec 26,361
2020-12-27 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,52,4,Sun,Weekend,20,Dec-20,27,7,Dec 27,362
2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,40,1,Thu,Weekday,20,Oct-20,1,4,Oct 1,275
2020-10-02 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,40,1,Fri,Weekday,20,Oct-20,2,5,Oct 2,276
2020-10-05 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,41,2,Mon,Weekday,20,Oct-20,5,1,Oct 5,279
2020-10-06 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,41,2,Tue,Weekday,20,Oct-20,6,2,Oct 6,280
2020-10-07 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,41,2,Wed,Weekday,20,Oct-20,7,3,Oct 7,281
2020-10-08 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,41,2,Thu,Weekday,20,Oct-20,8,4,Oct 8,282
2020-10-09 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,41,2,Fri,Weekday,20,Oct-20,9,5,Oct 9,283
2020-10-12 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,42,3,Mon,Weekday,20,Oct-20,12,1,Oct 12,286
2020-10-13 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,42,3,Tue,Weekday,20,Oct-20,13,2,Oct 13,287
2020-10-14 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,42,3,Wed,Weekday,20,Oct-20,14,3,Oct 14,288
2020-10-15 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,42,3,Thu,Weekday,20,Oct-20,15,4,Oct 15,289
2020-10-16 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,42,3,Fri,Weekday,20,Oct-20,16,5,Oct 16,290
2020-10-19 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,43,4,Mon,Weekday,20,Oct-20,19,1,Oct 19,293
2020-10-20 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,43,4,Tue,Weekday,20,Oct-20,20,2,Oct 20,294
2020-10-21 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,43,4,Wed,Weekday,20,Oct-20,21,3,Oct 21,295
2020-10-22 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,43,4,Thu,Weekday,20,Oct-20,22,4,Oct 22,296
2020-10-23 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,43,4,Fri,Weekday,20,Oct-20,23,5,Oct 23,297
2020-10-26 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,44,5,Mon,Weekday,20,Oct-20,26,1,Oct 26,300
2020-10-27 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,44,5,Tue,Weekday,20,Oct-20,27,2,Oct 27,301
2020-10-28 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,44,5,Wed,Weekday,20,Oct-20,28,3,Oct 28,302
2020-10-29 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,44,5,Thu,Weekday,20,Oct-20,29,4,Oct 29,303
2020-10-30 00:00:00.000,2020-10-01 00:00:00.000,2020,Q4,2020-Q4,10,Oct,44,5,Fri,Weekday,20,Oct-20,30,5,Oct 30,304
2020-11-02 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,45,2,Mon,Weekday,20,Nov-20,2,1,Nov 2,307
2020-11-03 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,45,2,Tue,Weekday,20,Nov-20,3,2,Nov 3,308
2020-11-04 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,45,2,Wed,Weekday,20,Nov-20,4,3,Nov 4,309
2020-11-05 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,45,2,Thu,Weekday,20,Nov-20,5,4,Nov 5,310
2020-11-06 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,45,2,Fri,Weekday,20,Nov-20,6,5,Nov 6,311
2020-11-09 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,46,3,Mon,Weekday,20,Nov-20,9,1,Nov 9,314
2020-11-10 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,46,3,Tue,Weekday,20,Nov-20,10,2,Nov 10,315
2020-11-11 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,46,3,Wed,Weekday,20,Nov-20,11,3,Nov 11,316
2020-11-12 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,46,3,Thu,Weekday,20,Nov-20,12,4,Nov 12,317
2020-11-13 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,46,3,Fri,Weekday,20,Nov-20,13,5,Nov 13,318
2020-11-16 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,47,4,Mon,Weekday,20,Nov-20,16,1,Nov 16,321
2020-11-17 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,47,4,Tue,Weekday,20,Nov-20,17,2,Nov 17,322
2020-11-18 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,47,4,Wed,Weekday,20,Nov-20,18,3,Nov 18,323
